"96N2023"	6	84	190	194	242	-999	-999	-999	-999	-999
"96N2024"	6	84	178	178	238	-999	-999	-999	-999	-999
"96N2024"	6	84	186	186	242	-999	-999	-999	-999	-999
"96N2025"	6	128	190	186	218	-999	-999	-999	-999	-999
"96N2025"	6	128	190	194	238	-999	-999	-999	-999	-999
"96N2026"	6	84	174	182	238	-999	-999	-999	-999	-999
"96N2026"	6	124	194	194	238	-999	-999	-999	-999	-999
"96N2027"	6	84	190	170	230	-999	-999	-999	-999	-999
"96N2027"	6	84	190	186	230	-999	-999	-999	-999	-999
"96N2028"	6	128	186	-999	-999	-999	-999	-999	-999	-999
"96N2028"	6	128	186	-999	-999	-999	-999	-999	-999	-999
"98N0001"	7	132	182	170	230	-999	-999	-999	-999	-999
"98N0001"	7	132	186	186	234	-999	-999	-999	-999	-999
"98N0005"	7	84	182	182	234	-999	-999	-999	-999	-999
"98N0005"	7	84	182	182	238	-999	-999	-999	-999	-999
"98N0009"	7	84	186	174	230	-999	-999	-999	-999	-999
"98N0009"	7	140	198	186	238	-999	-999	-999	-999	-999
"98N0012"	7	124	174	190	230	-999	-999	-999	-999	-999
"98N0012"	7	124	186	198	230	-999	-999	-999	-999	-999
"98N0015"	7	84	182	186	234	-999	-999	-999	-999	-999
"98N0015"	7	-999	190	186	246	-999	-999	-999	-999	-999
"98N0016"	7	124	186	182	234	-999	-999	-999	-999	-999
"98N0016"	7	132	190	186	-999	-999	-999	-999	-999	-999
"98N0018"	7	84	182	178	222	-999	-999	-999	-999	-999
"98N0018"	7	128	186	186	234	-999	-999	-999	-999	-999
"98N0024"	7	84	182	166	234	-999	-999	-999	-999	-999
"98N0024"	7	84	182	186	234	-999	-999	-999	-999	-999
"98N0026"	7	84	178	182	238	-999	-999	-999	-999	-999
"98N0026"	7	124	190	182	238	-999	-999	-999	-999	-999
"98N0027"	7	136	190	186	234	-999	-999	-999	-999	-999
"98N0027"	7	136	194	190	243	-999	-999	-999	-999	-999
"98N0028"	7	148	190	178	230	-999	-999	-999	-999	-999
"98N0028"	7	148	190	198	234	-999	-999	-999	-999	-999
"98N0029"	7	132	182	182	234	-999	-999	-999	-999	-999
"98N0029"	7	132	186	182	238	-999	-999	-999	-999	-999
"98N0032"	7	128	182	174	234	-999	-999	-999	-999	-999
"98N0032"	7	128	182	182	238	-999	-999	-999	-999	-999
"98N0034"	7	84	186	174	238	-999	-999	-999	-999	-999
"98N0034"	7	132	190	190	242	-999	-999	-999	-999	-999
"98N0035"	7	124	186	178	226	-999	-999	-999	-999	-999
"98N0035"	7	124	194	178	242	-999	-999	-999	-999	-999
"98N0037"	7	124	186	182	230	-999	-999	-999	-999	-999
"98N0037"	7	132	186	186	238	-999	-999	-999	-999	-999
"98N0038"	7	132	186	182	238	-999	-999	-999	-999	-999
"98N0038"	7	140	190	186	242	-999	-999	-999	-999	-999
"98N0039"	7	84	186	178	226	-999	-999	-999	-999	-999
"98N0039"	7	128	186	178	234	-999	-999	-999	-999	-999
"99N3000"	8	84	186	182	238	-999	-999	-999	-999	-999
"99N3000"	8	84	190	186	242	-999	-999	-999	-999	-999
"99N3001"	8	136	186	182	234	-999	-999	-999	-999	-999
"99N3001"	8	136	186	190	242	-999	-999	-999	-999	-999
"99N3002"	8	84	186	186	242	-999	-999	-999	-999	-999
"99N3002"	8	132	186	186	242	-999	-999	-999	-999	-999
"99N3003"	8	128	178	186	238	-999	-999	-999	-999	-999
"99N3003"	8	132	178	190	238	-999	-999	-999	-999	-999
"99N3004"	8	140	178	186	238	-999	-999	-999	-999	-999
"99N3004"	8	140	178	194	238	-999	-999	-999	-999	-999
"99N3005"	8	-999	186	186	230	-999	-999	-999	-999	-999
"99N3005"	8	-999	190	190	234	-999	-999	-999	-999	-999
"99N3006"	8	84	178	178	238	-999	-999	-999	-999	-999
"99N3006"	8	132	178	182	246	-999	-999	-999	-999	-999
"99N3007"	8	124	186	182	238	-999	-999	-999	-999	-999
"99N3007"	8	124	190	194	238	-999	-999	-999	-999	-999
"99N3008"	8	84	190	178	234	-999	-999	-999	-999	-999
"99N3008"	8	84	190	182	234	-999	-999	-999	-999	-999
